index	audio	video	response
179	0_00179.wav	0_00179.mp4	서울사람책도서관 주제는 삶과 죽음, 관계회복, 불평등 사회, 노동의미래, 세대의변화, 생태계 복원, 미래교육, 미디어 리터러시, 지역으로의 회귀, 총류로서 표용이다. 의 주제로 얘기 합니다.
180	0_00180.wav	0_00180.mp4	서울사람책도서관 시범사업의 콘텐츠는 유튜브 서울도서관 티브이와 서울도서관 홈페이지에서 살펴보실수 있습니다.
181	0_00181.wav	0_00181.mp4	육이오 전쟁 발발 칠십년 서울역사 학술대회는 육이오 전쟁 서울사람들의 기억, 이라는 주제로 서울역사학술대회를 개최합니다.
182	0_00182.wav	0_00182.mp4	서울 각 구청에서 전문기관에 위탁하여 길고양이들 중성화 수술을 진행하고 있습니다.
183	0_00183.wav	0_00183.mp4	길고양이 중성화는 길고양이들의 번식기 울음소리나 투쟁으로 인한 시민들의 불편함을 감소하기 위해서 입니다.
184	0_00184.wav	0_00184.mp4	중성화할 때 고양이의 왼쪽 귀 끝을 일 센치미터 정도를 잘라 표시를 하고 있습니다.
185	0_00185.wav	0_00185.mp4	상담사Q|전화하신 분 성함과 연락처를 알려 주시면 저희가 중성화 접수를 진행하겠습니다. 성함과 연락처를 알려주세요
186	0_00186.wav	0_00186.mp4	각 구청에서 동물보호센터를 지정하여 동물들을 구조하고 보호하고 있습니다.
187	0_00187.wav	0_00187.mp4	동물보호관리시스템 홈페이지를 찾아 보시고, 없다면 유실동물 분실신고를 하시는 것이 좋을 듯 합니다.
188	0_00188.wav	0_00188.mp4	먼저 동물 등록을 하시고 인식표를 부착을 해야 하고 맹견 소유자의 의무교육을 반드시 이수를 해야 하며 외출 시에는 목줄과 입마개를 반드시 착용해 주셔야 합니다.
189	0_00189.wav	0_00189.mp4	맹견 관리규정 위반은 경찰서로 신고하시면 됩니다.
190	0_00190.wav	0_00190.mp4	입마개를 안한 뱅견으로 인명사고가 발생하게 되면 삼년 이하의 징역을 받거나 삼천만원 이하의 벌금을 내게 됩니다.
191	0_00191.wav	0_00191.mp4	동물 등록을 반드시 해 주셔야 하고 등록을 하지 않으면 과태료가 부과됩니다.
192	0_00192.wav	0_00192.mp4	위택스 홈페이지에서 취득세율을 확인 가능합니다.
193	0_00193.wav	0_00193.mp4	잔금지급일이 취득일이 되어 잔금지급일로 부터 육십일 이내에 신고하시고 납부하면 됩니다.
194	0_00194.wav	0_00194.mp4	납세자가 소유한 재산의 경제적 교환가치에 담세력을 두어 과세하는 조세를 재산세라고 합니다.
195	0_00195.wav	0_00195.mp4	재산세 과세기준일은 육월 일일입니다.
196	0_00196.wav	0_00196.mp4	일월, 삼월, 육월, 구월에 납부하시면 연납이 가능합니다.
197	0_00197.wav	0_00197.mp4	자동차세 연납신청은 위택스 홈페이지에서 직접 하실 수 있습니다.
198	0_00198.wav	0_00198.mp4	서울시 주거포털사이트에서 주민등록등본,가족관계 증명서,혼인 증명서 및 임대차 계약서 등을 준비하여 신청을 하시면 됩니다.
199	0_00199.wav	0_00199.mp4	신혼부부 임차보증금 지원 상담은 시중은행에 가셔서 문의를 하시면 상담이 가능합니다.
200	0_00200.wav	0_00200.mp4	졸업증명서는 민원이십사 홈페이지에서 온라인으로 신청하고 해당 대학에서 발급받아 팩스나 우편으로 받아야 합니다.
201	0_00201.wav	0_00201.mp4	재학증명서는 민원이십사 홈페이지에서 온라인으로 신청하고 해당 대학에서 발급받아 팩스나 우편으로 받아야 합니다.
202	0_00202.wav	0_00202.mp4	한국환경공단 콜센터 자동차배출가스등급제 누리집을 통해서 차량 등급 확인이 가능합니다.
203	0_00203.wav	0_00203.mp4	미세먼지 저감 및 관리에 관한 특별법에 따라 배출가스 오등급 차량에 대한 운행 제한을 실시하게 되었습니다.
204	0_00204.wav	0_00204.mp4	한국환경공단 콜센터나 자동차 배출가스 등급제 누리집을 통해 확인할 수 있습니다.
205	0_00205.wav	0_00205.mp4	실업급여와 청년수당은 중복으로 받을 수 없습니다.
206	0_00206.wav	0_00206.mp4	청년수당은 드림통장 체크카드로 청년의 다양한 상황과 필요에 맞게 사용이 가능합니다.
207	0_00207.wav	0_00207.mp4	청년수당은 서울시에 거주하고 있는 만 십구세 부터 삼십 사세 미취업 청년들의 구직활동을 촉진하기 위해 지급되는 수당입니다.
208	0_00208.wav	0_00208.mp4	청년수당은 교육비,독서실비 등 직접적인 구직활동을 하거나 사용이 가능하고, 식비나 통신비 교통비같이 사업취지에 맞는 다양한 활동에 사용이 가능합니다.
209	0_00209.wav	0_00209.mp4	희망두배 청년통장은 서울시 예산 및 시민의 후원금 등으로 적립 지원하여 이년이나 삼년 일정금액을 자동이체하여 저축을 하면 저축하는 금액과 동일하게 드리는 통장입니다.
210	0_00210.wav	0_00210.mp4	희망두배 청년통장은 만 십팔세에서 만 삼십사세인 분들만 신청하고, 현재 일을 하고 계셔야 하며 서울 거주자이셔야 지원이 가능합니다
211	0_00211.wav	0_00211.mp4	서울시복지재단 홈페이지에서 다운 받을 수 있는 가입신청서와 신분증 사본, 가구원 소득 신고서, 개인정보동의서, 사회보장급여신청서 등이 필요합니다
212	0_00212.wav	0_00212.mp4	직장을 다니고 계시다면 국민건강보험 사이버민원센터에서 조회가 가능합니다.
213	0_00213.wav	0_00213.mp4	희망두배 청년 통장을 만들 때 위임장을 작성하셔서 대리방문 접수 가능하고, 주소지 동주민센터 담당자에게 우편이나 이메일로도 접수가 가능합니다
214	0_00214.wav	0_00214.mp4	청년월세지원은 희망두배청년통장과 중복으로 지원이 됩니다.
215	0_00215.wav	0_00215.mp4	서울 도시농업은 말 그대로 도시 내에서 농작물,수목,화초를 재배하거나 곤충을 사육하는 것으로 서울에서 농업을 할 수 있도록 하는 것입니다
216	0_00216.wav	0_00216.mp4	서울도시농업이 시행 된 이유는 여러가지가 있습니다. 사회적으로는 심신치유,스트레소 해소등의 이유가 있고, 경제적으로는 녹색경제 기반 마련 등의 이유이고, 환경적으로는 지구온난화를 완화하는 등의 이유로 필요하다 생각하여 추진하게 된 것입니다.
217	0_00217.wav	0_00217.mp4	서울농부회원제도 운영을 하고 있고 서울도시농업박람회도 개최하며 서울 시민들에게 농업을 하는데 도움을 드리고자 노력하고 있습니다. 또한, 우리동네 텃밭관리자를 모집하거나 반려식물을 보급하는 등의 여러가지 사업을 추진 중에 있습니다.
218	0_00218.wav	0_00218.mp4	반려식물 보급사업은 저소득 홀몸 어르신들을 대상으로 정서적으로 의지하고 기를 수 있는 반려식물을 보급하는 사업입니다.
219	0_00219.wav	0_00219.mp4	반려식물 보급사업에 참여하려면 서울에 거주하시고 육십오세 이상의 저소득 홀몸 어르신들에 한에서 지원이 되고 있습니다.
220	0_00220.wav	0_00220.mp4	도시농업 민간단체 공모사업은 공모를 통해서 다양한 아이디어를 담은 사업을 계획하는 도시농업 분야 민간단체를 선정하여 사업비의 일부를 지원하는 사업입니다.
221	0_00221.wav	0_00221.mp4	도시농업 사업 다양성을 확대하고 도시농업 단체의 자생력을 향상시켜 도시농업을 확산하기 위함입니다.
222	0_00222.wav	0_00222.mp4	공동체 지원사업은 도시농업으로 이웃 간 화합과 소통하는 공동체 문화를 확산하기 위해 도시농업 공동체를 등록하여 관리하고 규모에 따라 예산을 지원하는 사업입니다.
223	0_00223.wav	0_00223.mp4	텃밭 농사인 경우에는 텃밭 면적이 백제곱미터 이상이어야 합니다. 그리고 양봉을 하는 경우에는 봉군이 다섯통이상 있어야 하고 곤충사육을 하는 경우에는 곤충 종류에 따라 틀리지만 오백 마리에서 만 오천마리 이상 있어야 합니다.
224	0_00224.wav	0_00224.mp4	서울양봉지원은 시민에게 도시양봉 농가를 방문하여 교육과 현장체험의 기회를 제공하여 도시양봉의 이해를 확대하고자 하는 사업입니다.
225	0_00225.wav	0_00225.mp4	서울시 도시농업과에 문의를 해 보시면 자세히 알려드릴 것입니다.
226	0_00226.wav	0_00226.mp4	서울농부회원은 서울농부포털 회원가입을 통해 도시농업 활동, 정보를 공유하며 그 활동의 확장과 발전을 하고자하는 서울농부를 말합니다.
227	0_00227.wav	0_00227.mp4	서울형 도시텃밭 조성은 서울 도심에서 농업활동을 할 수 있도록 다양한 형태 텃밭을 조성하는 것입니다.
228	0_00228.wav	0_00228.mp4	서울형 도시텃밭 조성은 신청하는 텃밭의 유형에 따라 조성할 수 있도록 차등하여 지원을 해 주는 것입니다.
229	0_00229.wav	0_00229.mp4	서울형 도시텃밭 조성의 신청 방법은 구청 도시농업 부서에 직접 문의를 하시면 자세하게 알아보실 수 있습니다.
230	0_00230.wav	0_00230.mp4	함께서울 친환경농장이란 서울시민이 합성농약과 화학비료를 사용하지 않고 건강한 먹거리를 직접 경작할 수 있도록 서울시가 지원하는 친환경 주말농장입니다.
231	0_00231.wav	0_00231.mp4	농장임차료는 무료는 아니고 삼만원에서 칠만원의 참여 비용이 필요하지만 농작물 재배시기에 맞춰 씨앗이나 모종,유기질비료,친환경방제는 무료로 제공합니다
232	0_00232.wav	0_00232.mp4	서울의 랜드마크는 남산서울타워, 남산케이블카, 서울광장, 광화문 광장, 반포대교 달빛 무지개분수, 서울로 칠공일칠 등이 있습니다.
233	0_00233.wav	0_00233.mp4	서울로 칠공일칠은 천구백 칠십년에 만들어진 서울역고가가 안전 문제로 철거될 상황에서 이를 열일곱개의 사람길로 재탄생시킨 도시재생사업입니다.
234	0_00234.wav	0_00234.mp4	우리마을가게 상권분석 서비스는 서울시에서 서울시에 있는 다양한 상권을 분석하는데 도와드리는 정책입니다.
235	0_00235.wav	0_00235.mp4	인터넷에서 서울시우리마을가게 상권분석을 검색하시면 됩니다.
236	0_00236.wav	0_00236.mp4	국제운전면허증은 전국 운전면허시험장 및 경찰서, 도로교통공단과 협약 중인 지방자치단체 이백 이십개소에서도 발급 가능합니다.
237	0_00237.wav	0_00237.mp4	본인 여권, 운전면허증, 욱개월 이내 촬영한 여권용 사진 일 매가 필요합니다
238	0_00238.wav	0_00238.mp4	국제운전면허 발급 시 팔천 오백원의 수수료가 발생합니다.
239	0_00239.wav	0_00239.mp4	건축물대장은 해당 건축물의 정확한 주소지를 알고 계신다면 가까운 구청이나 동주민센터에서 발급하거나 인터넷 민원 이십사나 세움터 사이트에서 발급 받으실 수 있습니다.
240	0_00240.wav	0_00240.mp4	제로페이는 서울시에서 결제가 가능한 가상화폐입니다.
241	0_00241.wav	0_00241.mp4	출산지원금은 출생신고 후 지역구 주민센터나 구청에서 신청 가능합니다.
242	0_00242.wav	0_00242.mp4	출생축하선물의 신청은 출산 오십일 전부터 신청 가능하고, 아이서울유 홈페이지에서 신청하시면 됩니다.
243	0_00243.wav	0_00243.mp4	청년주택의 공급정보는 에스에이치 공사 홈페이지에서 확인할 수 있습니다.
244	0_00244.wav	0_00244.mp4	거주자 우선주차는 지역구 거주자우선주차 사이트에서 신청 가능하고, 신청서, 자동차등록증 사본, 거주자는 주민등록 초본, 비거주자는 사업자등록증이나 재직증명서가 필요합니다.
245	0_00245.wav	0_00245.mp4	따릉이 어플에서 신용카드, 체크카드, 휴대전화, 후불교통카드, 티머니카드, 페이코, 카카오페이로 결제가 가능합니다.
246	0_00246.wav	0_00246.mp4	서울시 행복주택사업은 대학생이나 신혼부부등 주거취약계층을 대상으로 공공임대주택을 주변시세보다 저렴한 가격으로 제공하는걸 말합니다.
247	0_00247.wav	0_00247.mp4	서울시 청년수당 사업공고는 서울청년포털 홈페이지 공지에서 확인 가능합니다.
248	0_00248.wav	0_00248.mp4	광고 표시 기준은 광고 심사지침 개정안이 시행되면서 소비자들이 광고임을 쉽게 알 수 있도록 광고 표시 기준을 강화하는 것입니다.
249	0_00249.wav	0_00249.mp4	광고 표시 기준은 공정거래위원회로 문의하시면 자세한 답변을 받으실 수 있습니다
250	0_00250.wav	0_00250.mp4	전세보증금 반환보증 제도는 국토교통부와 주택도시보증공사에서 임차인의 보증금 보호 강화를 위해 시행중인 보증상품입니다.
251	0_00251.wav	0_00251.mp4	청년 전세임대주택은 입주대상자로 선정된 청년이 거주를 희망하는 주택을 고르면 LH가 해당주택 소유자와 전세계약을 체결한 후 저렴하게 청년에게 재임대하는 주택입니다.
252	0_00252.wav	0_00252.mp4	가족돌봄비용은 휴원이나 휴교 등으로 집에서 자녀를 돌봐야 하는 근로자이시면, 일인당 최대 칠십 오만원 지급되며, 고용노동부 홈페이지에서 신청하시면 됩니다.
253	0_00253.wav	0_00253.mp4	지방세는 해당 시, 군 내에 주소를 두고 있는 개인세대주, 사업소를 둔 개인사업자, 법인에게 부과세는 세금입니다.
254	0_00254.wav	0_00254.mp4	취득세란 일정한 자산을 취득했을 때 이에 대해 부과하는 조세를 뜻하는 용어입니다.
255	0_00255.wav	0_00255.mp4	지방세 납부내역은 위택스 홈페이지와 스마트위택스 모바일 앱를 이용하시면 언제든 조회하고 납부하실 수 있습니다.
256	0_00256.wav	0_00256.mp4	지방소득세는 납세의무를 가지고 있는 개인, 법인이 소득에 따라 납부하게 되는 지방세이며, 개인은 과세표준에 영점 사 에서 영점 육 퍼센트의 세율이 적용되고 법인은 법인세 과세표준에 일점 영 퍼센트에서 이점 오퍼센트의 세율을 적용하여 과세 됩니다.
257	0_00257.wav	0_00257.mp4	한부모 가정 혜택은 먼저 매달 양육비를 자녀 한명당 십삼만원 지원받으실 수 있으며, 생활비로 가구당 오만원, 자녀 학용품비용으로 오만원 지원받으실 수 있습니다.
258	0_00258.wav	0_00258.mp4	증여세는 재산을 증여받은날이 속하는 달의 말일로부터 삼개월 이내에 증여세 신고를 관할세무서에 제출해야 됩니다.
259	0_00259.wav	0_00259.mp4	학자금 상환제도는 대출받은 학생이 취업을 하게 되면, 연간 소득 금액에 따라 대출 받은 학자금을 상환하는 제도입니다.
260	0_00260.wav	0_00260.mp4	국가장학금 일유형은 소득기준에 따라 정부가 직접 정해진 금액을 지원해주는 것이고, 이유형은 대학 자체에서 연계해서 지원해 주는 것입니다.
261	0_00261.wav	0_00261.mp4	국가장학금은 한국장학재단 홈페이지 및 모바일 앱에 접속하여 신청하시고 수혜할 학생 본인 명의의 공인인증서가 꼭 필요하오니 미리 준비해 주시길 바랍니다.
262	0_00262.wav	0_00262.mp4	주민등록초본은 동주민센터나 온라인에서 발급 받으실 수 있습니다.
263	0_00263.wav	0_00263.mp4	청년특별구직지원금은 청년수당과 중복 신청은 불가능합니다.
264	0_00264.wav	0_00264.mp4	대출한도는 개인의 신용도, 인정소득 등에 따라 개인별로 다르기 때문에 협약은행의 검토를 받으셔야하고, 대략적인 보증 한도는 한국주택금융공사 홈페이지에서 조회 가능합니다.
265	0_00265.wav	0_00265.mp4	희망의 집수리는 가까운 동주민센터 방문하시어 자격 해당여부 확인받으신 후 신청서, 개인정보제공동의서 등을 작성해주시면 됩니다
266	0_00266.wav	0_00266.mp4	돌봄 에스오에스 센터는 구청 복지정책과, 동주민센터에 전화나 방문을 통해 정보상담서비스를 이용하거나 여타서비스 신청 가능합니다
267	0_00267.wav	0_00267.mp4	돌봄 에스오에스 센터는 갑작스러운 일시적 위기상황에 대응한 서비스 제공을 초점에 두고 있으며 시설서비스, 건강지원서비스 등을 지원하고 있습니다.
268	0_00268.wav	0_00268.mp4	이용하시는 은행을 직접 방문하거나 은행 사이트, 위택스 사이트에서 지방세 납부가 가능합니다.
269	0_00269.wav	0_00269.mp4	더블유더블유더블유점 더블유이티에이엑스점 지오점 케이알입니다.
270	0_00270.wav	0_00270.mp4	간단한 본인확인 후 안내해드리겠습니다.
271	0_00271.wav	0_00271.mp4	이삼년간 꾸준히 저축하는 서울청년 대상 본인 저축액 백퍼센트를 서울시 예산으로 추가 적립해주는 통장입니다.
272	0_00272.wav	0_00272.mp4	서울거주자이시면서 만 십팔세에서 삼십사세 이하의 청년입니다.
273	0_00273.wav	0_00273.mp4	신혼부부 전세대출은 결혼 칠년 이내 부부 대상으로 임대차 보증금 지원사업과 버팀목 전세자금 대출이 있습니다.
274	0_00274.wav	0_00274.mp4	두분 합산 연소득이 구천 칠백만원 이하여야 하고, 서울시 관내 소재하는 주택의 전세보증금의 최대 구십퍼센트, 이억원까지 대출이 가능합니다.
275	0_00275.wav	0_00275.mp4	연말정산은 국세청 홈페이지에서 간편하게 안내해드리고 있으며, 전년도 고용보험 납입 내역 준비하셔야 합니다.
276	0_00276.wav	0_00276.mp4	직장에 요청하시거나 근로복지공단에서 조회 및 확인이 가능합니다.
277	0_00277.wav	0_00277.mp4	매년 이월에 정산해드립니다.
278	0_00278.wav	0_00278.mp4	연간 백만원 한도 내에서 결제 금액의 삼십퍼센트를 박물관, 밀수관 입장료 문화비로 소득공제해드립니다.
279	0_00279.wav	0_00279.mp4	월세 금액의 십퍼센트를 세액공제 받을 수 있습니다.
280	0_00280.wav	0_00280.mp4	운전면허증 분실신고는 신분증을 지참하시고 경찰서 방문하셔서 분실신고를 해주시면 됩니다.
281	0_00281.wav	0_00281.mp4	운전면허 시험장에서 재발급 서류를 작성하시면 삼십분 내외로 가능하며, 수수료는 칠천오백원입니다.
282	0_00282.wav	0_00282.mp4	영문으로 운전면허증이 발급이 가능하며, 경찰청 사이트에서 별도 국제운전면허증 관련 정보를 확인할 수 있습니다.
283	0_00283.wav	0_00283.mp4	서울은 강남구, 도봉구 관내 보건소에서 받으신 경우 관내 무인발급기를 통해서 발급 가능합니다. 또 인터넷으로도 발급가능합니다.
284	0_00284.wav	0_00284.mp4	보건소에서 건강진단 검진후, 신분증과 같이 신청서를 제출하여 출력가능하고, 정부이십사를 통해 인터넷 발급도 가능합니다.
285	0_00285.wav	0_00285.mp4	연고지가 없는 청년분들에게는 정착장려금을 지원하고 있는데, 가구당 사백팔십만원을 지원받을 수 있습니다.
286	0_00286.wav	0_00286.mp4	신청하시는 읍, 면사무소에서 상반기 사월, 하반기 구월에 매년 신청을 받습니다.
287	0_00287.wav	0_00287.mp4	귀농정착인 지원은 만 이십세부터 육십세 이하의 대상자가 신청하여 오년간 연간 사백팔십만원을 지원받습니다.
288	0_00288.wav	0_00288.mp4	지원금을 받은 이후 오년 이내에 다른 지역으로 이주하시면 지원취소 및 지원금이 회수됩니다.
289	0_00289.wav	0_00289.mp4	귀농정착인 지원은 귀농정착 후 삼년 경과한 시점부터 가능하며 읍, 면사무소에서 상반기 사월, 하반기 구월에 매년 신청을 받습니다.
290	0_00290.wav	0_00290.mp4	구청 자동차 등록 민원실에서 접수하시고 취등록세를 납부하신 뒤 같은 장소에서 채권 구입을 현금으로만 하셔야 합니다.
291	0_00291.wav	0_00291.mp4	아이키움수당은 이인 이상 자녀에게 삼십육개월까지 매달 십만원씩 지원해주는 수당입니다.
292	0_00292.wav	0_00292.mp4	내일배움카드는 고용센터 홈페이지에서 카드 신청하고, 직접 수령하시거나 이주 뒤에 자택으로 배송받으실 수 있습니다.
293	0_00293.wav	0_00293.mp4	가까운 시청에서 년수를 선택하고 신청하며, 발급시간은 삼에서 오일정도 걸립니다.
294	0_00294.wav	0_00294.mp4	여권 신청 준비물로 증명사진이랑 미성년자의 경우 보호자 신분증이 필요하며, 최대 오만원의 금액이 필요합니다.
295	0_00295.wav	0_00295.mp4	가까운 동, 면사무소에 계약서와 신분증 챙겨가시면 바로 확정일자를 확인하실 수 있습니다.
296	0_00296.wav	0_00296.mp4	미술관, 박물관 등이 있는데 어떤곳을 원하실까요?
297	0_00297.wav	0_00297.mp4	서울 박물관,한성백제박물관, 서울역사박물관, 수도박물관 등이 있습니다.
298	0_00298.wav	0_00298.mp4	한성백제박물관은 사전예약제로 운영되고 있으며 서울시공공서비스예약 홈페이지에서 하루 전까지 예약하실수 있습니다.
299	0_00299.wav	0_00299.mp4	출생신고는 주소지 관련없이 구청 민원실에서 가능하며 출생신고서, 출생증명서, 신분증이 필요하고 처리까지 일주일 정도 소요됩니다.
300	0_00300.wav	0_00300.mp4	출생일로부터 일개월 내에 신고하지 않으시면 칠일 미만의 경우 만원, 육개월 이상의 경우에는 오만원이 부과됩니다.
301	0_00301.wav	0_00301.mp4	기초생활수급자나 미성년자의 경우 오십퍼센트 경감되며 해당되지 않는 경우 신고하면서 즉시납부 시 이십퍼센트 경감됩니다.
302	0_00302.wav	0_00302.mp4	교통카드 기능을 선택한 경우에 이용 가능하며 편의점, 제과점 등 해당 교통카드사의 가맹점에서 결제 및 충전할 수 있습니다.
303	0_00303.wav	0_00303.mp4	전국 가까운 동주민센터에 반명함판 사진 한매와 신분증을 지참하시고 방문하셔서 발급한뒤 이주 뒤에 수령 가능합니다.
304	0_00304.wav	0_00304.mp4	만 십팔세 전까지 신분증과 필요한 경우 교통카드로도 활용이 가능합니다.
305	0_00305.wav	0_00305.mp4	발급신청확인서를 요청하면 청소년증 발급 전까지 사용 가능하며, 청소년증을 발급받을 때 사진 한매를 추가 지참하시면 받을 수 있습니다.
306	1_00001.wav	1_00001.mp4	정부에서 별도 지원금을 지급하고 있습니다
307	1_00002.wav	1_00002.mp4	일용직 노동자 등 취약노동자들이 받을 수 있습니다.
308	1_00003.wav	1_00003.mp4	주 사십시간 미만 단시간 노동자, 일용직 노동자, 특수형태노동종사자, 요양보호사가 해당됩니다.
309	1_00004.wav	1_00004.mp4	일인당 이십삼만원이 지급됩니다.
310	1_00005.wav	1_00005.mp4	신청서와 신분증 사분, 자가격리이행 확약서 등입니다.
311	1_00006.wav	1_00006.mp4	최종 음성판정을 받은 후 검사일로부터 십사일이 지나야 방문 신청이 가능합니다.
312	1_00007.wav	1_00007.mp4	코로나십구 피해기업 긴급자금 지원 서울형 골목상권일일구 긴급자금 지원 서울형 이자비용 절감 대환대출 지원이 있습니다.
313	1_00008.wav	1_00008.mp4	코로나십구로 인해 확진피해기업, 직접피해기업, 간접피해기업에 대해 지원합니다.
314	1_00009.wav	1_00009.mp4	중소기업육성기금은 업체당 오억 이내 입니다.
315	1_00010.wav	1_00010.mp4	업체당 칠천만원 이내에서 지원합니다.
316	1_00011.wav	1_00011.mp4	중소기업육성기금의 경우 확진피해기업은 일퍼센트 직접피해기업 일점오퍼센트 간접피해기업 일점팔퍼센트 고정금리로 지원합니다.
317	1_00012.wav	1_00012.mp4	상담및 신청은 신한, 우리, 서울신용보등재단에 문의바랍니다.
318	1_00013.wav	1_00013.mp4	연매출 이억 이하 육개월 이상 업력의 소상공인을 대상으로 지원하는 정책입니다.
319	1_00014.wav	1_00014.mp4	총부채 팔억 미만 기업으로 신용등급 일에서 칠등급에 한해 지원합니다.
320	1_00015.wav	1_00015.mp4	자격조건 해당시 이천만원 일괄 지원합니다.
321	1_00016.wav	1_00016.mp4	일년 거치 사년 균등분활상환 입니다.
322	1_00017.wav	1_00017.mp4	우리, 신한은행에서 진행합니다.
323	1_00018.wav	1_00018.mp4	보증비율 백퍼센트에 보증료는 영 점 오오 퍼센트 입니다.
324	1_00019.wav	1_00019.mp4	현재 농협에서 코로나십구 긴급경영 안정 자금지원을 진행중입니다. 
325	1_00020.wav	1_00020.mp4	코로나십구 감염등으로 인원.격리된 자, 외 중소기업 등입니다.
326	1_00021.wav	1_00021.mp4	업체당 최대 오억, 개인당 최대 일억원 신규대출 됩니다.
327	1_00022.wav	1_00022.mp4	농업인 최대 일 점 칠 퍼센트 이내, 농업인 외 최대 일 퍼센트 이내 금리 감면입니다.
328	1_00023.wav	1_00023.mp4	대출 실행일로부터 최장 십이개월 이자 납입 유예 가능합니다.
329	1_00024.wav	1_00024.mp4	매출액 감소 및 수출입실적 입증 외 기타 피해현황 자료제출 및 검토 후 지원됩니다.
330	1_00025.wav	1_00025.mp4	상세한 사항은 당행 관련 부서로 문의 바랍니다.
331	1_00026.wav	1_00026.mp4	정부에서 별도 지원금을 지급하고 있습니다.
332	1_00027.wav	1_00027.mp4	일용직 노동자 등 취약노동자들이 받을 수 있습니다.
333	1_00028.wav	1_00028.mp4	주 사십 시간 미만 단시간 노동자, 일용직 노동자, 특수형태노동종사자, 요양보호사가 해당됩니다.
334	1_00029.wav	1_00029.mp4	네 정부에서 서울지역 소상공인 지원 사업이 있습니다.
335	1_00030.wav	1_00030.mp4	코로나십구로 인해 확진피해기업, 직접피해기업, 간접피해기업에 대해 지원합니다.
336	1_00031.wav	1_00031.mp4	상담 및 신청은 신한, 우리, 서울신용보등재단에 문의바랍니다.
337	1_00032.wav	1_00032.mp4	업체당 칠천만원 이내에서 지원합니다.
338	1_00033.wav	1_00033.mp4	소상공인을 대상으로 지원하는 정책입니다.
339	1_00034.wav	1_00034.mp4	온라인 청년센터 홈페이지를 통해 신청할 수 있습니다
340	1_00035.wav	1_00035.mp4	일인당 오십만원드립니다
341	1_00036.wav	1_00036.mp4	네 현재 소상공인에 대한 코로나 이차 지원금 지원이 진행중입니다. 
342	1_00037.wav	1_00037.mp4	네 소기업은 근로자수 오인미만이셔야 하고 제조,광업,건설,운송업은 십인 미만이어야 소상공인 입니다
343	1_00038.wav	1_00038.mp4	소상공인 지원상담사에게  상담하시면 됩니다
344	1_00039.wav	1_00039.mp4	이천이십이년 구월 이십 사일 부터 했어요
345	1_00040.wav	1_00040.mp4	연매출 사억원이하면서 상시근로자가 5인 미만이어야 합니다
346	1_00041.wav	1_00041.mp4	오월 삼십일일 이전에 창업했어야 합니다
347	1_00042.wav	1_00042.mp4	새희망자금 특별업종 지원대상인 소상공인에게 지원금이 나가게 됩니다
348	1_00043.wav	1_00043.mp4	 백오십만원을 지원받게되고 집합금지업종은 이백만원 지원받게 됩니다
349	1_00044.wav	1_00044.mp4	새희망자금 홈페이지나 콜센터로 신청 가능합니다
350	1_00045.wav	1_00045.mp4	  한개 사업체만 지원됩니다
351	1_00046.wav	1_00046.mp4	  공동대표의 위임장을 첨부하시며 대표에게 지급됩니다
352	1_00047.wav	1_00047.mp4	  이단계가 시행된 팔월 십육일 이후 폐업 신고한 소상공인이 페업전 삼개월이상 영업을 했다면 가능합니다
353	1_00048.wav	1_00048.mp4	  온라인 신청서와 확약서 작성으로 신청하시면 됩니다
354	1_00049.wav	1_00049.mp4	현재 소상공인에 대한 재도전 지원이 진행중 입니다. 
355	1_00050.wav	1_00050.mp4	일반업종,집합금지업종,영업제한업종 중 어느것에 해당되실까요?
356	1_00051.wav	1_00051.mp4	  더블유 더블유 점 새희망자금 점 케이 알 로 들어가셔서 하면 됩니다
357	1_00052.wav	1_00052.mp4	  사업 대표자 본인이 직접 신청 할수 있고 본인 공인인증서와 대표자 본인명의 휴대폰 필요합니다
358	1_00053.wav	1_00053.mp4	  개인은 긴급 고용안정 긴급 생계지원 긴급돌봄 지원금이 있습니다.
359	1_00054.wav	1_00054.mp4	  코로나 재확산으로 소득이 감소한 특수형태근로종사자, 프리랜서 입니다.
360	1_00055.wav	1_00055.mp4	  지원금액은 일차에서 긴급고용안정지원금을 받은 특고 프리랜서는 오십만원 추가 지원, 일차 지원금을 미신청했으나, 소득이 감소한 신규 이십만명은 고용센터 신속 심사를 거쳐 백오십 만원(오십 만원×삼개월) 지원 됩니다.
361	1_00056.wav	1_00056.mp4	  홈페이지 재도전장려금 점 케이알 으로 들어가서 신청해주시면 됩니다.
362	1_00057.wav	1_00057.mp4	재도전장려금으로 오십만원을 지원하고 있습니다. 
363	1_00058.wav	1_00058.mp4	 현재 사회적 거리두기 이단계 입니다. 실내 오십인 이상 집합,모임, 행사가 금지되어 있습니다.
364	1_00059.wav	1_00059.mp4	  집합금지 조치를 위반할 경우, 구상권이 청구될 수 있습니다.
365	1_00060.wav	1_00060.mp4	  마스크 착용, 거리두기, 출입명부 작성하시면 됩니다.
366	1_00061.wav	1_00061.mp4	  고용유지지원금, 서울형 강소기업 청년인턴제, 코로나십구 극복을 위한 지역일자리사업이 있습니다.
367	1_00062.wav	1_00062.mp4	  고용유지 지원금은 최대 백만원을 지원해 드리고 있습니다
368	1_00063.wav	1_00063.mp4	  지원대상은 소기업에서 오일 이상 무급휴직한 근로자 를 대상으로 하고있습니다.
