index	q1	count	category
402	 고용안정지원금 신청 관련 질문이 있어서 전화했습니다. 이차 지원금은 일차 지원금 대상이랑 같나요?	0	1
403	 코로나 이점 오 단계에서 유치원 등원 가능한가요?	0	1
404	 마스크 착용 의무화되면 안쓴사람 신고하여 돈 받는 파파라치제도 있나요?	0	1
405	 마스크 미착용 벌금은 우리나라만 있는 건가요?	0	1
406	 친구한테 코로나 옮으면 손해배상 청구 가능한가요?	0	1
407	 코로나 확진자 수 몇명되면 일단계로 완화돼요?	0	1
408	 어제 확진자 백명 넘던데 왜 이단계예요?	0	1
409	 우리나라 코로나 삼단계 시행할까요?	0	1
410	 그러면 코로나 지원금 종류 뭐가 있나요?	0	1
411	 어린아이들이라고 코로나 안걸리는거 아닌데 왜 과태료 부과 안해요?	0	1
412	 노숙자들 코로나 관리 안하나요?	0	1
413	 코로나 상황인데 태권도 학원 가도 되나요?	0	1
414	 태권도 관장님이 체육관 소독은 잘 하고 계실까요?	0	1
415	 코로나 완화되면 대면 예배 드릴 수 있나요? 	0	1
416	 비대면 예배하고 교회관련 코로나 확진자 줄었나요? 	0	1
417	 손 씻는 거랑 손소독제 사용하는 거랑 감염을 낮추는 확률이 비슷한가요? 	0	1
418	 근데 인터넷에서 사려고 보니까 중국산 필터 사용하는게 있던데 사도 되나요? 	0	1
419	 근데 케이 에프 써있는건 무슨 의미예요? 	0	1
420	 그러면 일회용 마스크는 효과가 어때요? 	0	1
421	정부에서 어린이 지원금 주는거 있잖아요.	0	1
422	그런데 상사라 마스크 쓰셔야 한다고 말을 못하겠어요. 	0	1
423	 회사에서 따로 코로나 의무는 없는건가요? 	0	1
424	 코로나인데 피아노 학원 가도 되나요?	0	1
425	 코로나 거리두기 효과는 언제 나타나요? 	0	1
426	 친구들이 그러는데 청년특별구직지원금을 준다고 그러던에요?	0	1
427	 만약 저소득층이면 청년특별구직지원금을  얼마나 받나요?	0	1
428	 중학생들 재난지원금 준다고 나오던데	0	1
429	 비말감염이 뭔가요?	0	1
430	 추석이라고 시장에 사람들이 엄청 많은데 소독은 제대로 하고 있나?	0	1
431	 알바하는 곳에 확진자가 왔다가면 어떻게 되는거죠?	0	1
432	 자가격리 하는 사람이 배달 시켰는데 가도 됩니까?	0	1
433	 나라에서 노인네들 한데 지원해 주는것도 없고.	0	1
434	 사업하는 사람들 지원금은 없어요?	0	1
435	 자가격리 하면 돈을 못 버는데 어떻게 하나 해서요.	0	1
436	 돌봄 지원비 준다고 하던데요?	0	1
437	 독한 소독약이 사람들 몸에 묻으면 좋을게 있어요? 안 좋지?	0	1
438	 그럼 저는 소상공인인데 소상공인 지원금 받을 수 있나요?	0	1
439	 그럼 그냥 제 판단대로 소상공인 지원금 신청하면되나요?	0	1
440	 이번에 지급되는  이차 긴급코로나십구 관련 상담이 전국민에게 해당되나요?	0	1
441	 세종 사회적거리두기이단계언제 실행되나요?	0	1
442	 몇명이상 집합, 모임, 행사가 금지되나요?	0	1
443	 사회적 거리두기 이점 오단계  음식점 방역수칙에 대해 알려주세요	0	1
444	 추석 기차표를 예매하고 싶은데요 기차 방역은 잘되고있나요?	0	1
445	 코로나 발열체크는 하고 탑승하나요?	0	1
446	 열차내 손소독제는 배치되어 있나요?	0	1
447	 열차내 향균필름은 부착되어 있나요?	0	1
448	 청년특별취업지원금은 어디서 신청하나요?	0	1
449	 내일 키움 일자리금은 언제까지 주나요?	0	1
450	 내일 키움 일자리금 세가지 요건을 알려주세요 	0	1
451	 내일 키움 일자리금 금액은 어떻게 되나요?	0	1
452	 이차 긴급 고용안정지원금을 준다는데요 ?	0	1
453	소상공인 자엽업자 안내부탁드립니다.	0	1
454	 집합금지 업종은 뭔가요?	0	1
455	 소상공인 자엽업자 과세자료는 어디다 신청하나요?	0	1
456	 소상공인 자엽업자 지원금액은 다른가요?	0	1
457	 재창업관련 교육은 어디서 받나요?	0	1
458	 광주시 집합금지업종 재난 지원금 알려주세요	0	1
459	 증평군에 사는데요 코로나 십구 특별 피해업종 지원금이 있다고 들었어요	0	1
460	  긴급생계지원사업 위기가구는 어떤조건인가요?	0	1
461	 긴급생계지원사업을 어디에서 신청하면 되나요?	0	1
462	 생활방역을 위한 올바른 소독 방법을 알려주세요 	0	1
463	 소독  준비물 등은 무엇이 있나요?	0	1
464	 어린이집인데 코로나십구가 처음이라 어떻게 방역을 해야하는지 잘모르겠어요	0	1
465	 보육시간중에는 꼭 마스크를 착용해야 하나요?	0	1
466	 제가 버스를 이용을 하는데 방역이 잘되는지 궁금해요 	0	1
467	 환승정류장도 있고 손잡이도 많은데 모두 소독하나요?	0	1
468	 혹시라도 버스를 이용하다가  확진자와 동선이 겹쳐서 쉬게 되면 보상이 있나요?	0	1
469	 저희는 학원입니다 코로나십구 방역지침이 어떻게 되나요?	0	1
470	 혹시 방역지침을 어기면 어떻게 되나요?	0	1
471	 손세정제는 의무 배치인가요?	0	1
472	 학생 등원 하원시 코로나  기록은 어떻게 하나요?	0	1
473	 사회적 거리두기 이단계 음식점 방역수칙을 알려주세요 	0	1
474	 사회적 거리두기 이단계 실내 체육시설은 어떻게 되나요?	0	1
475	 저는 방과후 강사를 하고있습니다. 코로나 지원이 가능한가요?	0	1
476	 프리랜서 코로나 지원 필요한서류가 있나요?	0	1
477	 노무비미제공확인서는 어디서 뗄수 있나요?	0	1
478	 프리랜서 코로나 지원  신청은 어디서 하나요?	0	1
479	 프리랜서 코로나 지원 지원금은 얼마인가요?	0	1
480	 코로나 독서실, 스터디 카페는 갈 수 있나요?	0	1
481	 제가 이십 오세 청년인데 요  청년특별구직지원금아 나오나요?	0	1
482	 노인시설에 근무중인데 코로나 시기에  출퇴근은 어떻게 되요?	0	1
483	 코로나 고위험시설이 뭐죠?	0	1
484	네 코로나로 생활속 거리두기를 하라고 하는데 잘몰라서요	0	1
485	 소독은 개인별로 해야하나요?	0	1
486	 혹시 가구당 코로나로 지원해주는것은 없나요?	0	1
487	 아참 날이 더워서 에어컨을 켜고있어요 코로나 대비  창문은 어떻게 해야하나요?	0	1
488	 개인방역수칙요 그게 뭐죠?	0	1
489	 이차 재난지원금을 준다는데 국민모두주나요?	0	1
490	 소상공인 이차 재난 지원금은요?	0	1
491	 저소득층을 위한 재난지원금이 있나요?	0	1
492	 청년특별구직지원금이차 접수한다면서요?	0	1
493	 코로나 시기에 공원에서 입장은 어떻게 하나요?	0	1
494	 실내 환기나 소독은 몇번을 해야하나요?	0	1
495	산후조리원 코로나십구 방역수칙을 알려주세요	0	1
496	 긴급재난지원금 기부하고 싶어요 	0	1
497	 긴급재난지원금 기부후 어떤 혜택이 있나요?	0	1
498	 재난 지원금 대상인지 알고싶습니다. 혼자 살고 있어요.	0	1
499	에이차 재난지원금누구누구 받을 수 있나요?	0	1
500	제가  이차 재난지원금 대상이 맞는지 확인할 수 있나요?	0	1
501	 재난지원금 신청은 누가 할 수 있나요?	0	1
502	 지원금은 얼마씩 받나요?	0	1
503	 이번 재난지원금도 가족들 다 받을수 있는건가요?	0	1
504	 새희망자금이 뭔가요?	0	1
505	 매출 하락에 대한 판단은 뭘로하죠?	0	1
506	 유흥주점도 매출 하락시 새희망자금이 지원 받을 수 있나요?	0	1
507	 식당에서 출입명부 꼭 써야 하나요?	0	1
508	 이번에 출입명단 개인정보로 피해를 본 사람도 있지 않았나요?	0	1
509	 출입명단 폐기조치를 안지키는 업체들이 상당히 많은걸로 아는데 이를 불이행할시 어떤 조치를 받나요?	0	1
510	 그럼 명부를 거짓으로 작성하는것도 불이익이 있나요?	0	1
511	 다름아니라 기차에 확진자가 있으면 어떻게 하죠?	0	1
512	 제가 서울시 긴급재난지원금 신청과정을 보는중에 신청해서 받으면 추후 다시 재조사하여 소득이 다르면 환수한다고 나와있는데 사실인가요?	0	1
513	 현재 서울시 긴급재난지원금 정책 대상이 어떻게 되죠?	0	1
514	 국민 외식비 지원 주말에 외식하면 돈 주는 거였죠? 	0	1
515	 삼단계되면 모든 생활이 다 금지되나요?	0	1
516	 충청남도에서 긴급생활안정자금지원이 버스나 택시에 있다고 들었어요. 어떤건지 알려 주시겠어요? 	0	1
517	 그럼 긴급생활안정자금지원이 지원자격이나 대상은 누구인지 알수 있을까요?	0	1
518	 인천광역시 부평구에서 집단 감염시설에 대한 지원이 있나요?	0	1
519	 집단 감염시설에 대한 지원 제출서류 좀 알려주세요.	0	1
520	 외식업체 대상 운영 시설 자금 지원이 있는지 궁금합니다.	0	1
521	 외식업체 대상 운영자금 지원은 어떤 것이 있죠?	0	1
522	 시설자금의 지원내용은요?	0	1
523	 한부모가족 긴급생활안정자금 정부 코로나 지원 가능한가요?.	0	1
524	 저소득층이나 차상위계층을 위하여 지원내용을 알려주세요.	0	1
525	 일자리를 잃은 일용직 특수형태 고용종사제에게 광주 자치단체 주관으로 단기 일자리를 제공 해주나요?	0	1
526	 아동양육 지원이 있을까요?	0	1
527	 지원대상을 알려 주시겠어요?	0	1
528	 가족돌봄 비용 지원대상이 있는건가요?	0	1
529	 저소득층을 위한 초중고교생은 이비에스 디지털교과서 이 학습터 사인언스 올 등을 이용할때 데이터 무료지원이 된다고 들었는데 그게 맞나요?	0	1
530	 코로나 피해 기업에 대한 상시 지식재산관련상담이 가능한지 궁금합니다.	0	1
531	  코로나 피해 기업에 대한 상시 지식재산관련상담에 관한 소속기관이 어디인가요?	0	1
532	 지역 지식 재산 센터 연락처는 어떻게 되나요?	0	1
533	 노원구 어떤 지원이 있을까요?	0	1
534	  노원구 지원대상이 정확히 다중이용시설이라 함은 무슨업종인가요?	0	1
535	 학교 전문업체소독으로 방역을 마쳤나요?	0	1
536	 자가격리자와 같이 사는 학생이나 교사는 어떻게 되나요?	0	1
537	 혹시 학교에 확진자라도 나오면 어떻게 하나요?	0	1
538	 공기청정기나 에어컨은 가동하나요?	0	1
539	 불가피하게 운영하여야 할 경우에는 어떻게 해야하나요?	0	1
540	 학교방역관리 방안은 무엇인가요?	0	1
541	 개학전 학교가 준비해야할 방역관리 어떤것이 있는지요?	0	1
542	 거리두기를 어떻게 하면서 수업을 하죠? 체육은 서로 부딪힐수 밖에 없는데요?	0	1
543	 기저질환이나 장애를 가진 고위험군 학생은 어떻게 하나요?	0	1
544	 아동양육지원 한시지원 하는것이 있습니까?	0	1
545	 서울 서대문구에서 밥 만드는 지원이 있다고 들었는데 맞나요?	0	1
546	 다중이용시설의 계산대에서 계산 시 캐셔와 손님과 거리가 가까운데 어찌해야하나요?	0	1
547	 식당에서 대기 발생시 어떻게 해야하나요?	0	1
548	 방역조치 거부자에게 입원치료비 부담 및 과태료 부과도 시행되는거죠?	0	1
549	 다중이용시설이 무엇인가요?	0	1
550	 요새 노인복지시설에서 집단감염이 지속되어지고 있는데 방역지침이 있나요?	0	1
551	 실내 체육시설에서도 마스크를 써야 하나요?	0	1
552	 출입자 명부는 사업주인 제가 설치 해야하나요?	0	1
553	 제가 임업인인데요. 임업인 구규 생장량 대금을 면제 한다고 들었는데 맞나요?	0	1
554	  임업인 구규 생장량 대금을 면제 신청방법은 어떻게 되나요?	0	1
555	 화훼농가 피해지원자금이 있나요?	0	1
556	 코로나 십구건설 일용근로자 지원이 있나요?	0	1
557	 긴급생활안정자금 융자 지원이 어떤 내용인가요?	0	1
558	 경기도 용인에서 음식점을 합니다. 지원금액을 알 수 있을까요?	0	1
559	 이번에 행사를 개최하려 하는데 코로나 때문에 걱정이 되서요.	0	1
560	 방역지침에 대해 알려주실 수 있으신가요?	0	1
561	 장례식장 방역지침에 대해 알려주세요.	0	1
562	 친한 친구네 장례라 좀 오래있어줘야 할 것 같은데… 코로나라 가능할까요?	0	1
563	 방역관리자의 역할은 무엇인가요?	0	1
564	 그럼 위험도 평가는 언제 진행하는 것이 좋은가요?	0	1
565	 자연환기가 불가능한 경우, 공기청정기로 환기가 가능한가요?	0	1
566	 왜 환기를 해야하나요?	0	1
567	 방역지침만 잘 지키면 안전하겠죠?	0	1
568	제가 곧 출산을 앞두고 있는데 코로나 증상이 있는 것 같아서요.	0	1
569	괜히 제가 코로나 걸려서 아이도 걸리게 하는게 아닌지 걱정이네요.	0	1
570	 코로나로 도시가스 요금을 완화해준다는 이야기를 들었는데요?	0	1
571	 무료선제검사가 뭐죠?	0	1
572	 선별진료소에서 할 줄 알았는데 아니네요?	0	1
573	 곧 할로윈데이인데, 확진자들 많이 생길까봐 걱정되서요.  관련 행사들 못하게 막을 순 없는걸까요?	0	1
574	 어떤 식으로 방역관리를 강화하실거죠?	0	1
575	 행사장에서 방역지침을 어기면 어떻게 되죠?	0	1
576	 서울에서 집회가 가능할까요?	0	1
577	 천만 시민 멈춤구간이 뭐죠?	0	1
578	 확진자통계를 보고 싶은데 가능한가요?	0	1
579	 배달해야하는데 자가격리 집이래요. 어떻게 해요?	0	1
580	 확진자한테는 도시락이 제공되지 않나요?	0	1
581	 중위소득 어디서 확인할 수 있죠?	0	1
582	 확진자가 다녀간 사업장은 문을 닫나요?	0	1
583	 코로나 시기에 군인휴가가 금지라는데, 정말 인가요?	0	1
584	 이단계와 일단계는 어떤 차이가 있는지요? 기준이 알고 싶어요.	0	1
585	 같은부서에서 확진자 발생해서,  검사 받으라고 합니다. 대중교통 이용해서 선별검사도에 가도 되나요?	0	1
586	 제주도 관광지에서 특히 주의해야할 사항이 있나요?	0	1
587	 제주도에서 컨디션이 좋지 않아서 코로나 검사를 받고  확진되면, 제주도에서 치료 받아야 하나요?	0	1
588	 트럼프 대통령 부인인 멜라니아가 코로나에 걸렸는데, 이후 자연치유 되었다고 들었습니다. 정말인가요?	0	1
589	 코로나를 예방하는데 비타민 외에 도움되는 음식이 무엇이 있을까요?	0	1
590	 코로나블루라는 용어는 정확히 어떤뜻 인가요?	0	1
591	 코로나는 대체 언제쯤 종식될까요?	0	1
592	 두달뒤에 딸 결혼식이 예정되어 있습니다. 사회적거리두기이단계라 걱정이 많습니다. 결혼식을 예정대로 진행해도 될까요?	0	1
593	 안녕하세요. 사회적거리두기가 이 점  오단계일지라도 교습소나 학원은 계속 운영하던데, 그래도 되는 건가요?	0	1
594	 학원에서 확진자 발생시 어떻게 대처해야 하나요?	0	1
595	 어제 뉴스에서 부산 요양원 집단 감염 발생 소식을 들었습니다. 나이가 많으면 코로나에 걸리기 쉬운가요?	0	1
596	 대학생 자녀가 스터디카페에 가겠다고 합니다. 오늘부터 이점 오단계인데, 가도 될까요?	0	1
597	 학생들도 코로나로 인해 많이 우울해 하나요?	0	1
598	크린도서 대출과 드라이브스루 대출은 어떤점이 다른건가요? 알려주세요.	0	1
599	 코로나확산 때문에 케이 티 엑스는 옆자리를 비우고 예매 한다던데 맞나요?	0	1
600	 개인 차량을 이용해서 가족들과 친척집에 갈 예정입니다. 마스크 를 계속해서 착용해야 할까요? 착용기준이 있다면 알고 싶습니다.	0	1
601	 학교에서 마스크 착용하고 오랜시간 있어서 답답한데 보건용 마스크 꼭 착용 해야할까요?	0	1
602	이번달 수도요금 조회를 좀 하고싶은데, 어디서 확인할 수 있습니까?	0	2
603	아리수 사이트 주소가 어떻게 됩니까?	0	2
604	수도 요금 고객번호를 어떻게 알 수 있나요?	0	2
605	수도요금 납부 시간은 어떻게 됩니까?	0	2
606	수도 요금 납부 방법 알고싶습니다.	0	2
607	수도 요금을 납부할 때에 아무 은행이나 방문해도 됩니까?	0	2
608	수도요금을 자동이체 신청하면 혜택같은거 있습니까?	0	2
609	이사 정산 수도 요금을 좀 확인하려고 합니다. 	0	2
610	수도 요금의 기본요금이 얼마입니까? 	0	2
611	재건축으로 건물철거를 해서 이사를 가는데 수도 요금 정산은 어떻게 합니까?	0	2
612	수도요금이 평상시보다 너무 많이 나온 경우 구제방법이 없습니까?	0	2
613	수도요금 누수감액 신청 절차 좀 알려주시겠습니까?	0	2
614	수도요금 누수감액 증빙 서류는 어떤게 있습니까?	0	2
615	옥외누수는 어떻게 신고합니까?	0	2
616	누수 신고시 신고자한테 포상금 같은 보상이 있습니까?	0	2
617	옥내 누수는 주로 어떤 원인으로 발생합니까?	0	2
618	수질정보는 어디에서 얻을 수 있습니까?	0	2
619	수질 등급은 무엇이 있는지 알 수 있습니까?	0	2
620	수질 등급은 얼마나 자주 업데이트 되는지 알 수 있을까요? 	0	2
621	수도 계량기가 고장나서 교체하려고 합니다. 	0	2
622	수도 계량기 교체 비용은 어떻게 되나요? 	0	2
623	수도요금 소유자 명의 변경을 좀 하려고 합니다. 	0	2
624	수도요금 소유자 명의변경 처리부서가 어디입니까?	0	2
625	수도요금 전자고지를 신청하면 혜택 있습니까?	0	2
626	수도요금 결제일은 제가 정할 수 있습니까?	0	2
627	임시급수 보증금이란 무엇입니까?	0	2
628	임시급수 보증금은 어떻게 정산합니까?	0	2
629	역류방지밸브를 설치하는 이유가 무엇입니까?	0	2
630	수도 계량기 비교유량시험은 무엇입니까?	0	2
631	수질검사 신청은 어떻게 하면 됩니까?	0	2
632	수도가 얼어서 물이 안나옵니다. 	0	2
633	수도요금 월별 내역을 좀 확인하고 싶습니다. 	0	2
634	하수도 냄새가 왜 나는거에요?	0	2
635	하수도 냄새가 나면 어떤 조치가 이뤄지나요?	0	2
636	제가 서울시 국민 기초수급자인데 수도요금 할인이 되나요?	0	2
637	수도검침을 본인이 하면 요금 감면이 되나요?	0	2
638	상수도 요금도 누진제인가요?	0	2
639	집에서 녹물이 나오는 것 같아요.	0	2
640	녹물이 나오는데 어떻게 하죠?	0	2
641	낡은 수도관 교체를 정부에서 해준다는데 맞나요?	0	2
642	수도요금 월별 내역을 좀 확인하고 싶습니다. 	0	2
643	수도요금 고지서가 왔는데 제가 자동이체를 신청해놨거든요. 근데 이게 왜 온거죠?	0	2
644	수도가 얼어서 나오질 않아요 어디에 연락을 해야하나요?	0	2
645	수도 요금 고객번호는 어디서 확인할 수 있나요?	0	2
646	수도가 끊겼어요. 다시 연결하려고 합니다. 	0	2
647	수도 누수가 의심되는데 어떻게 해야되죠?	0	2
648	수도요금고지서 받는 주소도 변경가능하려면 어디로 전화해야 되나요?	0	2
649	이사하는데 수도 관련해서 신청할게 있을까요?	0	2
650	단수신청해놨다는데 다시 물나올려면 어떤 신청하면 되요?	0	2
651	저희 집 세탁실에 물이 안내려가고 있어요.	0	2
652	수도 요금 명의변경신청을 어떻게 해야하나요?	0	2
653	수도 요금 명의변경신청에 필요한 서류가 있나요?	0	2
654	수도 이용 부담금이 왜 필요한가요?	0	2
655	수도 이용 부담금이 어떻게 쓰이나요?	0	2
656	수도검침은 언제해요?	0	2
657	수도점검 며칠에 검침하세요?	0	2
658	임시급수 보증금이란 무엇인가요?	0	2
659	임시급수 보증금은 어떻게 정산하나요?	0	2
660	임시급수 보증금 정산에 필요한 제출 서류가 있나요?	0	2
661	역류방지밸브를 설치하는 이유가 무엇인가요?	0	2
662	수도요금 연체 시 독촉장은 언제 발부가 됩니까?	0	2
663	다자녀 혜택 중 수도세 할인이 있다고 하는데 맞나요?	0	2
664	수도요금 업종변경 신청하려고 합니다. 	0	2
665	물 수압이 너무 낮아서 문의 드려요	0	2
666	수도요금 바로 알림 서비스가 궁금합니다.	0	2
667	가정집에서 수도 요금도 누진세가 붙나요?	0	2
668	물 수질검사 신청 가능한가요?	0	2
669	수질검사 항목이 따로 있나요?	0	2
670	저희 건물도 저수조 수질검사 의무화 대상 건물인지 알 수 있나요?	0	2
671	보통 수도 요금 고지서는 언제 발송 하나요?	0	2
672	수도요금이 체납되어서 압류예고장이 왔어요. 	0	2
673	수돗물안심확인제가 있다고 한번 해보라 하던데 뭔가요?	0	2
674	급수중지 제도가 있다고 하던데요?	0	2
675	수도배관은 어떤 물이죠?	0	2
676	온수배관은 어떤 물이죠?	0	2
677	난방배관은 어떤 물이죠?	0	2
678	수돗물  일톤당 얼마정도 할까요?	0	2
679	국민 안심 수돗물 생산 정책을 알고 싶어요.	0	2
680	상수도현대화 사업이 무슨 사업인데요?	0	2
681	욕조에 물 받았는데 물 색깔이 파란데 청수현상인가요? 	0	2
682	먹는 물의 수질기준은 어떻게 정해지나요?	0	2
683	수질 허용 위해기준이 있나요?	0	2
684	수질의 표시기준이 뭔가요?	0	2
685	욕실과 주방 싱크대에서 내려가는 물은 어디로 가나요?	0	2
686	수돗물 마셔도 되나요?	0	2
687	백수현상이 무엇인가요?	0	2
688	설거지하고 나면 용기에 하얗게 자국이 남는데 왜 그렇죠?	0	2
689	유충으로 인한 수돗물 오염 우려는 없나요?	0	2
690	하수도원인자부담금이라는 말이 무슨 뜻인가요?	0	2
691	분류식 하수관은 뭔가요?	0	2
692	수도계량기 동파예방법을 알려주세요	0	2
693	상수도 급수공사를 신청하려는데 필요한 서류가 있나요? 	0	2
694	수돗물에서 소독약 냄새가 강한데 이유가 있을 까요?	0	2
695	수돗물에서 소독약 냄새를 없앨 수 있는 방법은 없나요?	0	2
696	분홍물때는 예방하려면 어떻게 해야하죠?	0	2
697	서울시에서 유충관련 어떻게 대응하고 계시나요?	0	2
698	수돗물 유충과 관련된 서울시상수도사업본부의 계획은 무엇인가요?	0	2
699	수도요금 인정조정이 뭔가요?	0	2
700	수도요금납부증명원이 필요합니다	0	2
701	수돗물에서 코로나 바이러스가 검출될 가능성이 있나요?	0	2
702	정수처분예고 고지서가 날라왔는데요. 이게 무엇인가요?	0	2
703	정수처분이 무엇을 말씀하시는 건가요?	0	2
704	물이 너무 안나오는데 원인이 먼가요?	0	2
705	서울시 누수감면 제도가 변경됐나요?	0	2
706	그렇다면 양변기에 대한 누수 예방법이 있나요?	0	2
707	서울특별시 하수도사용료 인상에 대하여 안내해주세요. 	0	2
708	수도요금 납부 연장은 아무때나 신청할수 있나요?	0	2
709	하수도 요금 처리가 어떻게 되는지 궁금해서요. 	0	2
710	요금이 좀 많이 나온거 같은데 할인방법이 없나요?	0	2
711	수돗물에서 소독냄새가 심한데 문제있는거죠?	0	2
712	수질검사 이차 검사 항목은 뭔가요?	0	2
713	수도요금을 신용카드로 납부할 수 있나요?	0	2
714	수도요금 납부 방법 중 편의점납부는 무엇인가요?	0	2
715	수도요금을 카카오페이로 납부 할 수 있나요?	0	2
716	수도 폐전 접수를 신청하려면 어떻게 해야 합니까.	0	2
717	수도요금 완납증명서는 어떻게 받을 수 있나요?	0	2
718	어제 공사하다가 수도 계량기가 파손되었는데, 무료로 수리 가능할까요?	0	2
719	실시간 수돗물 감시는 어떻게 이루어 지는 건가요?	0	2
720	주기적으로 수질정보를 확인하고 싶은데 어디서 확인하나요?	0	2
721	서울시 전체 야외음수대 위치도 알 수 있나요? 	0	2
722	수돗물에서 염소 냄새가 나도 먹어도 되나요?	0	2
723	저수조 청소와 검사를 소홀히 하면 어떻게 되나요?	0	2
724	수도법과 관련된 교육이 있나요?	0	2
725	수도법은 어디서 교육을 받나요?	0	2
726	저수조 청소는 얼마나 자주해야 합니까?	0	2
727	임시급수 신청하려고요.	0	2
728	임시급수 신청에 필요한 서류는 어떤게 있나요? 	0	2
729	화장실 청소를 하는데 분홍색 띠가 계속 생겨요. 	0	2
730	물에서 흙맛이 나요.	0	2
731	옥내,외의 누수구분은 어떻게 하나요?	0	2
732	근데 옥내 누수는 주로 어떤 원인으로 발생하나요?	0	2
733	임시급수 보증금이란게 뭐죠?	0	2
734	이번에 배수설비를 신청하려고 하는데 어떻게 하면 될까요? 	0	2
735	그렇다면 한강으로 들어오는 하수는 어떻게 처리 되나요?	0	2
736	한강이 마실 수 있는 물인지 알고 싶습니다.	0	2
737	한강 수질은 어떻게 유지하는 지도 알 수 있을까요?	0	2
738	한강에 들어오는 주된 오염 원인은 뭔가요?	0	2
739	한강에는 총 몇 개의 총인시설이 있나요?	0	2
740	하수도 요금이 어떻게 구성 되는지 궁금한데 알 수 있을까요?	0	2
741	물이용부담금은 무엇인가요?	0	2
742	수도요금에서 구경별이용금은 무엇인가요?	0	2
743	제가 하수도 요금을 미납했는데 처리가 어떻게 될 지 궁금해서요.	0	2
744	배수설비 준공검사 신청서를 작성하라는데 이게 무엇인가요?	0	2
745	그럼 그 배수설비 준공검사 신청서를 어디서 구할 수 있는지 알 수 있을까요?	0	2
746	고도정수처리 운영을 중단하면 맛이나 냄새나는것등 영향이 어떻게 되죠?	0	2
747	수돗물 유충은 왜 발생한거죠?	0	2
748	옥내 누수는 어디서 새는지 알 수 없을 때, 수도사업소에서 진단을 해주시나요?	0	2
749	임시급수 보증금 정산방법은 어떻게 되죠?	0	2
750	수돗물을 끓였는데 하얀 자국이 남네요.	0	2
751	수도관 내부세척을 어떻게 해요?	0	2
752	수도요금을 절약할 수 있는 방법에 대한 교육도 있나요?	0	2
753	하수랑 오수랑 구분할 수 있나요?	0	2
754	국가유공자 이신데 수도요금도 감면 혜택이 있다고 해서요.	0	2
755	서울시는 보통 수돗물의 염소농도는 얼마나 되죠?	0	2
756	혹시 소독약 냄새 없애는 방법있을까요?	0	2
757	급수 해제신고하면 처리 하는데 얼마나 걸리나요?	0	2
758	수도 누수 확인하는 방법 좀 알려주세요.	0	2
759	다가구인데 수도요금이 많이 나오는데 무슨 방법이 없나요?	0	2
760	수도 자가검침이 뭔가요?	0	2
761	공동수도가 있는 빌라의 경우 수도요금은 어떻게 산정되나요?	0	2
762	수도 금액 누수감액 적용 범위는 어디까지인가요?	0	2
763	수도요금 세대분할 제도가 뭔가요?	0	2
764	가구분할신청시 필요한 서류가 뭔가요?	0	2
765	가구 분할 신청절차는요?	0	2
766	수도요금 고지서에 적힌 수용가번호는 뭔가요?	0	2
767	수도 요금 고지서의 수전번호는요?	0	2
768	수도 요금 고지서의 배제방식은 뭔가요?	0	2
769	수도 요금 고지서의 구경은 뭔가요?	0	2
770	수도 요금 고지서의 계량기설치비는요?	0	2
771	수도 요금 고지서에 과태료도 부과되요?	0	2
772	저주조 인허가 관련해서 검사를 받을 수 있나요?	0	2
773	저주조 인허가 검사는 어떻게 접수하죠?	0	2
774	시료채수는 어떻게 이뤄지나요?	0	2
775	지금 지하수로 음용수를 쓰고 있는데 검사를 받아야 하나요?	0	2
776	지금 지하수를 생활용수로 쓰고 있는데 검사를 받아야 하나요?	0	2
777	잔액이 부족하면 수도요금은 어떻게 처리되나요?	0	2
778	물에서 곰팡내와 흙맛이 느껴지는데 왜 그런가요?	0	2
779	그럼 서울시는 지금 이런 냄새물질에 대응하기 위해 어떤 노력을 하고 있나요?	0	2
780	긴급상황문자알림서비스가 뭐예요?	0	2
781	요금조정심의를 받을 예정인데 구비 서류가 있나요?	0	2
782	업종을 변경하고 싶은데 어떻게 해야하나요? 	0	2
783	청계천 개방화장실 감면이 있다고 들어서요	0	2
784	청계천 개방화장실을 운영하고 있는 건물은 누가 관리하나요?	0	2
785	개방화장실 사용내용은 어떻게 알수있나요?	0	2
786	수도요금은 가정용과 일반용이 다른가요?	0	2
787	저수조 청소는 언제 하면 좋은가요?	0	2
788	저수조 청소는 어떻게 하면 되나요?	0	2
789	서울시 수도요금은 얼마인지 알 수 있을까요?	0	2
790	수도요금이 서울이 다른 곳에 비해 저렴 이유가 뭔가요?	0	2
791	누수로 인해 도로에 구멍이 생긴것 같은데 어디에 신고를 해야 하나요?	0	2
792	저희 집에 누수가 있는 것 같은데 어떻게 하면 될까요?	0	2
793	수도법 관련 교육은 어디서 받는 건가요?	0	2
794	하수도원인자부담금이라는 것이 있다고 들었는데 그게 뭔가요?	0	2
795	아리수의 수질 검사는 어떤 기준에 맞추어 이루어지나요?	0	2
796	수도요금 고지서에서 인정조정이라는 것이 뭐지요?	0	2
797	수도 계량기는 보통 영하 몇도 일때 동파할 위험이 높은가요?	0	2
798	그럼 수도계량기가 동파하는 것을 막기 위해 뭘 준비해야 하나요?	0	2
799	수돗물 색이 붉은색이예요.	0	2
800	수도요금이 인상되나요? 	0	2
801	수도 계량기 볼줄 모르는데 수치는 어디 있는거에요?	0	2
